NBI Call:  
Start Date and time: 2020-01-03 14:06:11

Mehtod name : Alarm Method,Total Time Taken:321ms,End Time: 2020-01-09 17:34
Mehtod name : Alarm Method,Total Time Taken:272ms,End Time: 2020-01-09 17:34
Mehtod name : Alarm Method,Total Time Taken:298ms,End Time: 2020-01-09 17:34
Mehtod name : Alarm Method,Total Time Taken:306ms,End Time: 2020-01-09 17:34
Mehtod name : Alarm Method,Total Time Taken:293ms,End Time: 2020-01-09 17:48
Mehtod name : Alarm Method,Total Time Taken:273ms,End Time: 2020-01-09 17:48
Mehtod name : Alarm Method,Total Time Taken:273ms,End Time: 2020-01-09 17:48
Mehtod name : Alarm Method,Total Time Taken:289ms,End Time: 2020-01-09 17:48
Mehtod name : Alarm Method,Total Time Taken:309ms,End Time: 2020-01-09 18:02
Mehtod name : Alarm Method,Total Time Taken:273ms,End Time: 2020-01-09 18:02
Mehtod name : Alarm Method,Total Time Taken:305ms,End Time: 2020-01-09 18:02
Mehtod name : Alarm Method,Total Time Taken:345ms,End Time: 2020-01-09 18:02
Mehtod name : Alarm Method,Total Time Taken:287ms,End Time: 2020-01-09 18:17
Mehtod name : Alarm Method,Total Time Taken:282ms,End Time: 2020-01-09 18:17
Mehtod name : Alarm Method,Total Time Taken:280ms,End Time: 2020-01-09 18:17
Mehtod name : Alarm Method,Total Time Taken:295ms,End Time: 2020-01-09 18:17
Mehtod name : Alarm Method,Total Time Taken:270ms,End Time: 2020-01-09 18:31
Mehtod name : Alarm Method,Total Time Taken:274ms,End Time: 2020-01-09 18:31
Mehtod name : Alarm Method,Total Time Taken:275ms,End Time: 2020-01-09 18:31
Mehtod name : Alarm Method,Total Time Taken:271ms,End Time: 2020-01-09 18:31
